SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10177833	211	10000063	Lew Jan Textiles	10006062	LEW JAN BLANKETS		V34-6695BL	Thermal Blanket, 66" x 90", 2½ lb, Blue, Domestic, 12/cs				cs	157.8000	0		Mfr. Direct	4	Extended Care/Home Health	41	Beds & Bedding	458	Bed Linens	N	N
AIM	10091924	248	88	Integra Miltex	10007237	MILTEX GROOVED DIRECTORS		10-82	Director, 5½", Probe Tip & Tongue Tie				ea	24.5100	0		Mfr. Direct	7	Instruments	73	General Surgery	554	Specialty	N	N
AIM	10149705	116	105	DJO, LLC	10015875	PROCARE FLEX-MASTER® NON-STERILE CLIP CLOSURE BANDAGE	Latex free, 100% cotton/rubber minimizes moisture retention and allergic reactions. Ideal for groin wraps, ice packs, knees, and ankles.	79-98847	Bandage, 4" x 5½ yds Non-Sterile, 10/pkg				pkg	31.0200	0		Mfr. Direct	19	Skin And Wound Care	164	Compression Bandages/Dressing Retainers	943	Elastic	N	N
AIM	10276365	153	10000374	GE Healthcare Technologies	10020267	GE MEDICAL CRITIKON SENSA-CUF® BLOOD PRESSURE CUFFS	Extra strong, extra sensitive, highly versatile solution for a wide range of extended-care settings. Designed to maximize patient comfort. Soft, breathable, easy-to-clean material. Durable enough for multi-patient use. Economical enough for single-patient use.	SEN-A1-2A	Cuff, Small Adult, Light Blue, 2-Tube Dinaclick Connector, 5/pk (Continental US Only)			GEM SEN-A1-2A	pk	70.3500	0		14-21 Days	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	270	Vital Signs-Accessories	N	N
AIM	10373384	1124	10001342	ASP GLOBAL	10042380	ASP GLOBAL GOWN		GNT217	Gown, Polyethylene, X-Large, Universal Size, Thumbhook, Blue, 15/bg, 5 bg/cs (DROP SHIP ONLY)			ASG GNT217	cs	4.0000	0		Drop Ship Only	15	Protective Apparel 	132	Apparel	757	Gowns	N	N
AIM	10298067	62	40	Brewer Company	10022002	BREWER ELEMENT TREATMENT TABLE	Brewer rounds off its line of exam tables with a treatment table that can be customized exactly around the needs of your customer. Multiple frame and upholstery options, easy to assemble. Smart packaging for shipment durability and ease of transporting. Brewer Element is functional, stylish, & convenient. (The items below shipped with upholstery factory installed.)	2240-21	Element Treatment Table Model 2240, Frame, Shelf & Drawers with Adjustable Pillow Upholstery Top, Clamshell				ea	1051.1600	0		Mfr. Direct	10	Equipment & Furniture	103	Tables	700	Treatment 	N	N
AIM	10284140	792	10000958	Medegen Medical Products, LLC	10023458	MEDEGEN BIOHAZARDOUS WASTE BAGS	Meets A.S.T.M. dart test requirements. LLDPE film. Flat pack. Print label: Biohazardous/Infectious waste with biohazard symbol.	F834	Biohazard Bag, 24" x 30", Red/ Printed, 1.2 mil, 500 rl/cs			MDG F834	cs	53.3900	0		14-21 Days	5	Housekeeping And Janitorial Products	52	Can Liners/bags	501	Biohazard	N	N
AIM	10368230	876	10001057	Kimberly-Clark Professional	10041814	KIMBERLY-CLARK ICON™ DISPENSERS & FACEPLATES		58782	Faceplate, Black Mosaic Design, for Coreless Standard Roll Toilet Paper Dispenser, 2 Roll, Horizontal, 1/cs			KCP 58782	cs	11.6300	0		14-21 Days	5	Housekeeping And Janitorial Products	50	Dispensers/Paper Products	0		N	N
AIM	10181981	248	88	Integra Miltex	10011067	MILTEX MEISTERHAND NEEDLE HOLDERS	Manufactured to German standards with exceptional value. Lifetime guarantee against defects in material or workmanship assures years of serviceability from each instrument. Selection of the most popular patterns of surgical instruments.	MH8-46	Mayo-Hegar 7" Needle Holder				ea	34.4800	0		Mfr. Direct	7	Instruments	73	General Surgery	558	Needle Holders	N	N
AIM	10119719	344	317	Smith & Nephew, Inc.	10011566	SMITH & NEPHEW UNI-SOLVE® ADHESIVE REMOVER	Formulated to reduce adhesive trauma to the skin by thoroughly dissolving dressing, tape and appliance adhesives. Ideal for removing ostomy faceplate adhesive bandages as well as acrylic and hydrocolloid based adhesives. Does not contain CFCs (chlorinated fluoro carbons).	402300	Adhesive Remover Wipes, 50/pkg, 20 pkg/cs (132 cs/plt) (US Only) (Item is considered HAZMAT and cannot ship via Air or to AK, GU, HI, PR, VI)	I08260.jpg	https://secure.ndc-inc.com/AIMImage/I08260.jpg	SMI 402300	cs	175.2300	905		Stock Item	19	Skin And Wound Care	155	Prep Pads/Towelettes	969	Miscellaneous	N	N
AIM	10243133	530	10000685	Cytiva	10028387	CYTIVA UNIPLATE COLLECTION PLATES		7701-3250	UNIPLATE 96 Well Microplate, 250µl, White Polystyrene, V Bottom, 50/pk	v20646.jpg	https://secure.ndc-inc.com/AIMImage/iv20646.jpg	GBS 7701-3250	pk	182.5300	0		Stock Item	9	Lab Equipment & Accessories	1062	Multiwell Plates	1046	UNIPLATE Collection Plates	N	N
AIM	10323072	60	2	Symmetry Surgical, Inc.	10028398	SYMMETRY SURGICAL LIGHT PARTS & ACCESSORIES		BV-1002211	Light Side Handle			AAR BV-1002211	ea	25.4800	0		14-21 Days	10	Equipment & Furniture	98	Lighting	662	Miscellaneous	N	N
AIM	10360794	665	10000759	Thought Technology LTD	10029523	THOUGHT TECH GSR TEMP 2X	The T2120 GSR Sensor kit measures minute changes in skin pore size and sweat gland activity (Galvanic Skin Response) or peripheral temperature as they relate to tension. The GSR/Temp 2X™ home biofeedback system allows you to do "hand warming" biofeedback.  In addition to the monitor, the system includes a temperature sensor, remote electrodes that attach to the hands or feet, dual-sensitivity meter, earphone, and instruction manual.	T2120M	GSR Temp 2X Biofeedback System				ea	115.3600	0		Mfr. Direct	12	Orthopedic & Physical Therapy	114	Physical Therapy 	735	Supplies	N	N
AIM	10346534	1036	10001235	Blickman Industries	10039778	BLICKMAN MRI SAFE INSTRUMENT TABLES		0197840100	Sawyer Instrument Table 16"W x 34"H x 20"D On Casters MRI Safe (DROP SHIP ONLY)			BLI 0197840100	ea	588.7700	0		Drop Ship Only	10	Equipment & Furniture	102	Stands	694	Mayo/Instrument	N	N
AIM	10366197	147	10000455	First Aid Only/Acme United Corporation	10040518	FIRST AID ONLY/ACME UNITED PROTRACTOR		375	Protractor, 180 Semi-Circular, 4in, White, 144/cs (DROP SHIP ONLY - $150 Minimum Order)			FAO 375	cs	126.7200	0		Drop Ship Only	10	Equipment & Furniture	99	Measurement Devices	672	Miscellaneous	N	N
AIM	10375822	457	10000610	Georgia-Pacific Consumer Products	10025726	GEORGIA-PACIFIC SOFPULL® TOWEL DISPENSERS		58201B	Paper Towel Dispenser, Black Opaque, Plastic, Manual, Center Pull, Wall Mounting, 11-3/8"(D)x10-58"(H)x10-1/8"(W), 1/cs (DROP SHIP ONLY)			GEO 58201B	cs	12.0000	0		Drop Ship Only	5	Housekeeping And Janitorial Products	50	Dispensers/Paper Products	508	Manual	N	N
AIM	10319924	29	10	American Diagnostic Corporation	10036853	ADC ADSTATION™ OTOSCOPE/OPHTHALMOSCOPE WALL SYSTEM		5681L-36X7	Adstation™ Otoscope PMV-LED, Throat, Xenon, Clock Aneroid, Disposable Specula				ea	644.9800	0		Mfr. Direct	1	Diagnostic Instruments	27	Illuminators	239	Diagnostic Sets/Systems	N	N
AIM	10327744	958	10001152	EDM3 Company LLC	10037501	EDM3 STAINS AND REAGENTS		400661	Immersion Oil LV, 2 oz (Item is Non-Returnable) (US Only)	v13724.jpg	https://secure.ndc-inc.com/AIMImage/iv13724.jpg	HCH 400661	ea	14.6900	0		14-21 Days	9	Lab Equipment & Accessories	90	Miscellaneous Analyzers	607	Reagents/Tests	N	N
AIM	10329095	41	79	B Braun Medical, Inc.	10037687	B BRAUN ASEPT® DRAINAGE BOTTLE SET	The ASEPT® 600ml Drainage Set or the ASEPT® 1,000ml Drainage Set is a non-powered, single patient, portable suction device that consists of a manually operated plastic disposable evacuation system.	M7050	Drainage Bottle Set, 1000ml, 10/cs (Rx) (Continental US+HI Only)			BBR M7050	cs	387.1800	0		14-21 Days	8	IV Products	76	IV Catheters	575	Specialty Catheters	Y	N
AIM	10377460	530	10000685	Cytiva	10042808	CYTIVA PALL MEDIA		4307	Trypticase Soy Broth, USP, Total Bacteria, 2mL Plastic, 50/pk (Ships on Dry Ice)			GBS 4307	pk	86.2700	0		14-21 Days	9	Lab Equipment & Accessories	1061	Microbiology Products	1040	Media	N	N
AIM	10338522	166	10000517	Pelstar LLC/Health O Meter Professional Scales	10028179	PELSTAR/HEALTH O METER PROFESSIONAL SCALE - DIGITAL PEDIATRIC TRAY SCALE	Easy-to-read 1" LCD. Large, stable weighing tray with raise edges for baby's comfort and safety. Weighs in kilograms and pounds/ounces. Waterproof On/Off, Delete, Zero/Clear (tare), Hold/Release and Kg/lb buttons. Features include auto-off, auto-zero and low-battery indicator.	553EHR	Accessories:  Digital Height Rod with Mounting Bracket, for use on the 553KL/553KG Scales (DROP SHIP ONLY)			HMP 553EHR	ea	203.0000	0		Drop Ship Only	10	Equipment & Furniture	99	Measurement Devices	664	Scales/Accessories	N	N
AIM	10243758	534	10000688	3 Point Products	10028441	3 POINT PRODUCTS SIDE STEP™ FINGER SPLINTS	Reduce lateral deviation at the DIP or PIP joints. Ideal to prevent progression of arthritic deformities, it applies adjustable tension to correct deviation at the DIP or PIP joints. The cushioned slide adjusts to provide a stabilizing counterforce at the DIP or PIP.	P1201-2	Side Step Finger Splint, Small (083904) (Not to be sold on any third party online store or site, such as Amazon, Walmart, etc)	i80686.jpg	https://secure.ndc-inc.com/AIMImage/i80686.jpg	PPP P1201-2	ea	22.7600	0		14-21 Days	12	Orthopedic & Physical Therapy	116	Splints/Braces	747	Upper Extremities	N	N
AIM	10195934	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10018878	MEDTRONIC BRONCHO-CATH® ENDOBRONCHIAL TUBE	Double lumen design permits an airtight seal of the trachea and one bronchus. Color-coded cuff, pilot balloons, and proximal lumens help identify bronchial and tracheal lumens. Supplied with stylet in place to help tube maintain shape for easier intubation. Packaged with two double swivel connectors, suction ports, Carlens tube adapter and two extra-long suction catheters. Smooth transition inner lumens allow easy passage of bronchoscopes. Standard features: high-volume low-pressure cuff, atraumatic molded tip, radiopaque marker, piot balloons with mechanical self-sealing valve. Large ventilatory lumens feature small O.D. Bronchial tip modification simplify intubation and help prevent bronchial tip occlusion.	125032	Endobronchial Tube, 32FR, Left, 1/bx (Continental US Only)	I10837.jpg	https://secure.ndc-inc.com/AIMImage/I10837.jpg	MAL 125032	bx	99.9600	0		14-21 Days	21	Surgery/Minor Procedure	192	Tubes/Airways	934	Miscellaneous	N	N
AIM	10182166	248	88	Integra Miltex	10020004	MILTEX STAINLESS STEELWARE & SURGICAL INSTRUMENT STRINGERS	The Miltex® Stainless Steel Ware product line offers a wide selection of bowls, basins, cups, jars, instrument trays, and covers.  The product is manufactured using 304 stainless steel and measures 0.6mm in thickness.  The stainless steel Miltex® Surgical Instrument Stringers are available in various lengths and the most popular shapes; closed and open with lock - side and center.  All closed styles offer a secure locking mechanism and smooth edges and are designed for effortless opening and closing.	3-955	Dressing Jar & Cover, 5 7/8" x 7 5/64", 3 Qt	i16934.jpg	https://secure.ndc-inc.com/AIMImage/i16934.jpg		ea	34.1100	0		Mfr. Direct	20	Sterilization	170	Trays/containers	870	Stainless	N	N
AIM	10296169	491	10000651	Aspen Surgical	10034052	ASPEN SURGICAL ABSORBENT FLOOR MATS		83472	Floor Mat, w/out Fluid Barrier Backing, Pink, High Level of Fluid, 28" x 72", 30/cs			APN 83472	cs	676.7700	0		14-21 Days	21	Surgery/Minor Procedure	190	Suction/Drainage	927	Collection/Canisters	N	N
AIM	10300285	853	10001011	ASE Technology, Inc	10034437	ASE DIRECT BROTHER TONER		TN700	(Brand Name) Cartridge HL7050 / 7050N PAGE FIELD 12,000 1-toner ctg				ea	97.6600	0	Brand Name Pricing	Mfr. Direct	10	Equipment & Furniture	104	Office Furniture	1069	Software/Office Services	N	N
AIM	10355675	91	10000178	Crosstex International	10042926	CROSSTEX ACCUTRON PIP+ SCAVENGING CIRCUIT FOR REPROCESSING		33009	Scavenging Circuit II for Remote Flow System™  and Accu-Vac™, Includes: Scavenging Circuit, Corrugated Tube, Reservior Bag and complimentary Sampling of Single-Use PIP+ Nasl Hoods (Nasal Hoods included are Representative of All Sizes Available)			CRO 33009	ea	146.0000	0		14-21 Days	17	Respiratory & Oxygen	143	Oxygen 	829	Regulators	N	N
AIM	10183652	191	261	Cardinal Health	10020151	CARDINAL HEALTH MONOJECT™ BONE MARROW BIOPSY TRAYS	Sterile Contents: Prep Tray: (1) Fenestrated drape; (1) Towel; (3) Povidone iodine swabsticks. Procedure Tray: (1) 6cc Syringe with 20ga x 1½" blunt tip aspiration needle; (1) 20cc Syringe; (1) 21ga x 1½" MONOJECT MAGELLAN safety needle; (1) 25ga x 5/8" MONOJECT MAGELLAN safety needle; (1) #11 Retractable scalpel blade; (10) Frosted slides; (3) 12-Ply 3" x 3" gauze sponges; (1) 1" x 3" CURITY adhesive bandage; (2) Specimen tubes containing edetate (EDTA) potassium (8881847167 and 8881847993 have 1); (1) Specimen tube without EDTA (8881847993 Only); (1) Amber specimen bottle with label (Not 8881847167); (1) Stirring rod (Not 8881847167); (1) Tip cap.	8881847167	Bone Marrow Biopsy Tray, I-Type Sternal/ Iliac Aspiration Needle Only, 16G x 3/16" to 1 7/8", Sterile, 10/cs (Continental US Only)	i67160.jpg	https://secure.ndc-inc.com/AIMImage/i67160.jpg	KEN 8881847167	cs	206.0400	0		14-21 Days	21	Surgery/Minor Procedure	184	Packs/Trays	900	Surgical/OR	N	N
AIM	10341465	880	10001062	HemoSure Inc.	10035807	HEMOSURE PANEL CUP		FSCCUP-13124	12 Panel Cup, AMP/BARB/BUP/BZO/COC/mAMP/MDMA/MOR/MTD/OXY/PCP/THC, 25/bx			HSI FSCCUP-13124	bx	83.9200	0		14-21 Days	2	Lab - Point of Care	33	Rapid Tests	436	Drugs Of Abuse	N	N
AIM	10330226	141	10000162	Ethicon - Non-Suture	10037842	ETHICON MEGADYNE PATIENT RETURN ELECTRODE		0012AMP	2.75" Modified Blade Electrode, 12/bx (Continental US Only)			ETH 0012AMP	bx	289.2500	0		14-21 Days	21	Surgery/Minor Procedure	180	Electrosurgery	883	Electrodes/Grounding Pads/Tips	N	N
AIM	10342618	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10039387	MEDTRONIC ARGYLE™ PERITONEAL DIALYSIS CATHETERS		8888412007	Tecnckhoff Peritoneal Dialysis Catheter, Swan Neck, Two Cuff, Left, 43cm (Continental US Only)			MAL 8888412007	ea	155.9500	0		14-21 Days	8	IV Products	76	IV Catheters	575	Specialty Catheters	N	N
AIM	10357556	672	10000761	Pain Management Technologies, Inc.	10040712	PAIN MANAGEMENT NERVE SPA	The Nerve Spa provides a drug-free and non-invasive treatment to help reduce the symptoms and reverse the degeneration of the neurons that are associated with Peripheral Neuropathy.	NSFBPRO90	Nerve Spa Pro 90 with Foot Bath (includes 3-mode PRO device, leadwires, footbath, pads, 9 tubes of effervescent tablets and 32oz. conductive salt) (Not To Be Sold Online)			PMT NSFBPRO90	ea	225.3000	0		14-21 Days	12	Orthopedic & Physical Therapy	113	Hot/Cold Therapy	732	Equipment	N	N
AIM	10362681	122	10000117	Dukal Corporation	10041293	DUKAL UNIPACK EXAM ROOM ACCESSORIES		UBC-80145	Tray Covers, 8-1/2"x 12-1/4", Green, 1000/cs	v22836.jpg	https://secure.ndc-inc.com/AIMImage/iv22836.jpg	DUK UBC-80145	cs	19.9500	16		Stock Item	13	Patient Care & Exam Room Supplies	125	Miscellaneous	795	Miscellaneous	N	N
AIM	10374116	191	261	Cardinal Health	10042596	CARDINAL HEALTH SURGICAL BRA		SB-LRG	Surgical Bra with Removable Drain Bulb Holders, Large, Non-Sterile (Continental US Only)			CHC SB-LRG	ea	42.8000	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	740	Torso	N	N
AIM	10186475	67	22	Burton Medical, LLC.	13395	BURTON MEDICAL OUTPATIENT® II MINOR SURGICAL LIGHT	Enhanced illumination, plus focusability. 8,000 footcandles at 24" and 3300°K color temperature. Focuses with central removable, autoclavable SterilHandle™ II. Friction knob allows user to position self-balancing arm without a tool. Uses three "optically improved" 50-watt halogen bulbs - each with 5,600 hour life. Floorstand includes footswitch, locking casters and cord wrap.	OP216FL	Light, Fleximount Floor Stand	i02730.jpg	https://secure.ndc-inc.com/AIMImage/i02730.jpg		ea	2299.7000	0		Mfr. Direct	10	Equipment & Furniture	98	Lighting	659	OR/Procedure	N	N
AIM	10256018	986	10001181	Avanos Medical, Inc.	10024517	AVANOS MIC® GASTROSTOMY FEEDING TUBES		0120-16-4.0	Gastrostomy Tube, 16FR, 4.0cm Stoma Length			KIM 0120-16-4.0	ea	131.2600	0		Stock Item	4	Extended Care/Home Health	42	Enterals/Nutrition	469	Ng/Feeding Tubes	N	N
AIM	10242307	530	10000685	Cytiva	10028331	CYTIVA CAPSULE FILTERS	Manufactured with the highest quality materials, under exacting clean room conditions using ISO-controlled manufacturing processes. A variety of pore sizes and filter materials to chose from.  All capsules are free of adhesives to ensure product purity.	2713	Capsule Filter, Whatman Polycap HD 75, 10.0µm Pore Size, Polypropylene, 1/2 HB Inlet, 1/2 HB Outlet, 5/pk	v20770.jpg	https://secure.ndc-inc.com/AIMImage/iv20770.jpg	GBS 2713	pk	329.3700	0		14-21 Days	9	Lab Equipment & Accessories	1060	Filtration Devices	1032	Capsule Filters	N	N
AIM	10376299	153	10000374	GE Healthcare Technologies	10036709	GE MEDICAL CASE® SYSTEM	The CASE system helps enable clinical excellence with outstanding data quality and accuracy in an easy-to-use system.  With multiple connectivity options with EMRs, PACS, and MUSEA® Cardiology Information system, CASE enables you to optimize your digital workflow too.	SV-DCAR-EXTWARR+2	CASE System Stress 2 Year Extended Warranty (Total of 3 Years) (Extended Warranty Can Only Be Purchased On The Same PO As The Equipment, No Exceptions) (Continental US Only) (DROP SHIP ONLY)			GEM SV-DCAR-EXTWARR+2	ea	465.6100	0		Drop Ship Only	1	Diagnostic Instruments	25	Cardiology	233	Stress	N	N
AIM	10322509	894	10001076	Globe Scientific, Inc.	10037035	GLOBE SCIENTIFIC TEST TUBE STANDS	Fully autoclavable and manufactured from durable reinforced polypropylene (PP).  Three tiered design holds tubes securely. Sturdy handles facilitate easy transport. 4-Color options for organization of samples or benchtop.	456125Y	Test Tube Stand, 25mm Max Tube Diameter, 18 Places, 12.7" x 2.7" x 5", Yellow			GLS 456125Y	ea	11.1700	0		14-21 Days	9	Lab Equipment & Accessories	93	Miscellaneous Products	637	Miscellaneous	N	N
AIM	10117497	2	1	3M Health Care	10010617	3M™ TEGADERM™ HP (HOLDING POWER) TRANSPARENT FILM DRESSING	Providing all of the benefits of Tegaderm™ dressings, Tegaderm™ HP dressings have a special adhesive and film that differentiate it from standard Tegaderm™ film dressings. The hydrophilic nature of Tegaderm™ HP Film adhesive makes it more adherent and useful in moist conditions and difficult-to-dress areas. It offers holding power in challenging clinical conditions, reducing unscheduled dressing changes.	9519HP	Film Dressing, 2 3/8" x 2 3/8" with Secure Strip, 100/bx, 4 bx/cs (Continental US+HI Only)	v16859.jpg	https://secure.ndc-inc.com/AIMImage/iv16859.jpg	MMM 9519HP	cs	187.5300	0		14-21 Days	19	Skin And Wound Care	159	Dressings	950	Transparent	N	N
AIM	10117770	29	10	American Diagnostic Corporation	10011333	ADC ADCUFF™ BLOOD PRESSURE CUFF ACCESSORIES		8975-10	Neonatal Cuff Connector, Male Luer Slip Fitting For 3/32" ID Tubing, 10/pkg				pkg	2.8900	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	257	Bp Replacement Parts	N	N
AIM	10238503	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020330	MEDTRONIC POLYSORB™ COATED SYNTHETIC ABSORBABLE SUTURES	Composed of LACTOMER™ glycolide/lactide copolymer which is a synthetic polyester composed of glycolide and lactide derived from glycolic and lactic acids. POLYSORB™ sutures are prepared by coating the suture with a mixture of caprolactone/glycolide copolymer and calcium stearoyl lactylate. The advanced extrusion process of the molecule of LACTOMER™ 9-1, the exclusive braiding process and coating system give the suture: Excellent strength over the critical wound healing period; Excellent knot security; Excellent handling; Predictable absorption profile. POLYSORB™ sutures are indicated for use in soft tissue approximation or ligation and ophthalmic surgery, but not in cardiovascular or neural tissue.	CLT850MG	Suture, Blunt Taper Point Protect Point, Size 0, Violet, 5x18", Needle BTP-X, ½ Circle, 1 dz/bx (Continental US Only)			USS CLT850MG	bx	416.3000	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10241316	530	10000685	Cytiva	10028324	CYTIVA GLASS MICROFIBER FILTER PAPERS	Whatman offers two types of glass microfiber filters manufactured from 100% borosilicate glass: binder free that is chemically inert and with binder. These filters combine fast flow rates with high loading capacity and the retention of very fine particles, extending into the sub-micron range. Can be used at temperatures up to 500°C and are ideal for use in applications involving air filtration and for gravimetric analysis of volatile materials where ignition is involved. They have a fine capillary structure and can absorb significantly larger quantities of water than an equivalent cellulose filter, making  them suitable for sport tests and liquid scintillation counting methods. Can also be made completely transparent for subsequent microscopic examination.	1820-042	Filter Circles, 42.5mm Dia, Binder Free Grade GF/A, 100/pk	v20662.jpg	https://secure.ndc-inc.com/AIMImage/iv20662.jpg	GBS 1820-042	pk	38.7100	0		14-21 Days	9	Lab Equipment & Accessories	1059	Filter Papers & Membranes	1030	Glass Microfiber Filters	N	N
AIM	10355556	596	10000721	Kinsman Enterprises, Inc.	10028898	KINSMAN UTENSIL HOLDERS	Easy to clean polypropylene webbing with a utensil pocket. Adjusts by a Velcro hook and loop closure with D-ring thumb loop.	10002	Holder, Rainbow, Pediatric, 2¼"-3" Wide (DROP SHIP ONLY)			KNE 10002	ea	4.8600	0		Drop Ship Only	4	Extended Care/Home Health	45	Miscellaneous	489	Misc. Patient stuff	N	N
AIM	10283748	191	261	Cardinal Health	10033199	CARDINAL HEALTH MONOJECT™ 1ML LUER LOCK SYRINGES		1180100777	Tuberculin (TB) Syringe Only, 1mL, Luer-Lock Tip, 60/bx, 4 bx/cs (Continental US Only)			KEN 1180100777	cs	125.0700	14		Stock Item	11	Needles & Syringes	108	Syringes	713	Insulin	N	N
AIM	10304081	250	10000261	Molnlycke Health Care US, LLC	10034808	MOLNLYCKE MEPITEL®AG CONTACT LAYER		392059	Antimicrobial Contact Layer, 8" x 20" (20 x 50 cm) with Safetac Technology (Item on Manufacturer Backorder - Inventory Limited when Available)			MOL 392059	cs	1572.0000	0		14-21 Days	19	Skin And Wound Care	160	Specialty Pads/Sponges	974	Specialty	N	N
AIM	10344705	49	209	BD	10039595	BD IDENTIFICATION & SUSCEPTIBILITY		231664	Sensi-Disc™ Cefixime CFM-5, 10/pk (Perishable Product; Must be Refrigerated; Non-Returnable) (Continental US Only) (Drop Ship Requires Pre-Approval)			BEC 231664	pk	107.1900	0		14-21 Days	9	Lab Equipment & Accessories	1061	Microbiology Products	1040	Media	N	N
AIM	10359966	855	10001034	Procter & Gamble Distributing LLC	10039602	P&G DISTRUBUTING PAMPERS SWADDLERS		3700082843	Pampers Swaddlers Active Baby Diaper, Size 3, 26/pk, 4pk/cs			PGD 3700082843	cs	42.5900	0		14-21 Days	13	Patient Care & Exam Room Supplies	123	Child/Infant Items	768	Diapers	N	N
AIM	338006	116	105	DJO, LLC	3380	PROCARE COLLES SPLINT	Premolded, padded aluminum splint is designed for wrist support and immobilization prior to surgery or casting. Ventilation holes provide air circulation for patient comfort.	79-72127	Padded Colles Splint, Right Hand, Large, 9"L x 4½"W	i04035.jpg	https://secure.ndc-inc.com/AIMImage/i04035.jpg		ea	6.0400	0		Mfr. Direct	12	Orthopedic & Physical Therapy	116	Splints/Braces	747	Upper Extremities	N	N
AIM	10091315	248	88	Integra Miltex	10007112	MILTEX PHYSICIANS' SPLINTER FORCEPS		6-330	Splinter Forceps, 5"	i16705.jpg	https://secure.ndc-inc.com/AIMImage/i16705.jpg		ea	92.7600	0		Mfr. Direct	7	Instruments	65	General Practice	542	Miscellaneous	N	N
AIM	10332198	191	261	Cardinal Health	10020154	CARDINAL HEALTH NUTRIPORT SKIN LEVEL GASTROSTOMY KITS	Enteral connector engineered to reduce risk of tubing misconnections.  Purple color denotes enteral feeding.  100% silicone material.  Durable balloon construction.  Raised feet design.  ClipStar™ enteral security clip.  Large range of sizes available.  DEPH-Free.  NutriPort Kit Contents:  Skin level gastrostomy device, step-up shim, bolus feeding set, continuous feeding set with ClipStar™ enteral security clip, 60cc irrigation syringe, 12cc syringe and gauze pads.	716300-	Balloon SLG, 16FR x 3.0cm 1/ct (Continental US Only)			KEN 716300-	ct	141.3100	0		14-21 Days	4	Extended Care/Home Health	42	Enterals/Nutrition	469	Ng/Feeding Tubes	N	N
AIM	10342719	191	261	Cardinal Health	10037546	CARDINAL HEALTH PROTEXIS® PI CLASSIC SURGICAL GLOVES	Synthetic polyisoprene (PI) – not made from natural rubber latex.  For use in a broad range of procedures.  Proprietary hand mold with an independent thumb design allows for an anatomical fit and natural movement in the fingers, thumb and palm. Featuring an interlocking, beaded cuff design that helps to reduce roll-down	2D72PL85X	Glove, Synthetic Polyisoprene Surgical, Size 8.5, Sterile, 50 pr/bx, 4 bx/cs (Continental US Only)			CHC 2D72PL85X	ea	606.4600	0		Stock Item	3	Gloves	36	Latex	442	Powder-Free Sterile	N	N
AIM	10139816	279	94	Omnimed, Inc.	10013858	OMNIMED BEAM® WIRE SHELF UTILITY CART	Perfect for transporting records, supplies and equipment throughout your facility. Consider for use in Medical Records, Central Supply, Housekeeping, Pharmacy Warehouse, etc. Features include three heavy-duty wire shelves and 3" rubber casters for smooth, quiet transport over any surface. 200 lb recommended maximum capacity.	264650	Wire Shelf Utility Cart, 38"H x 23"W x 17"D	i09740.jpg	https://secure.ndc-inc.com/AIMImage/i09740.jpg		ea	200.0000	0		Mfr. Direct	10	Equipment & Furniture	97	Carts	652	Utility	N	N
AIM	10147877	264	10000285	New World Imports	10015560	NEW WORLD IMPORTS TOOTHBRUSHES	Made of strong polypropylene handles.	TBDEN	Denture Toothbrush, Double Sided, 144/bx	i40686.jpg	https://secure.ndc-inc.com/AIMImage/i40686.jpg	NWI TBDEN	bx	16.8800	79		Stock Item	13	Patient Care & Exam Room Supplies	122	Personal Care Items	797	Oral Care	N	N
AIM	10235988	141	10000162	Ethicon - Non-Suture	10022333	ETHICON SURGICAL MESH		PHSE6	Surgical Mesh, Prolene Hernia System Extended, 4", Sterile, Non-Absorbable, 6/bx (Continental US Only)			ETH PHSE6	bx	4275.1200	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	915	Closure Strips	N	N
AIM	10342377	411	10000565	Major Pharmaceuticals	10023181	MAJOR ALLERGY CAPLETS		701018	Guaifenesin, 600mg, 5 x 20, 24/cs, NDC# 00904-6718-39			MAJ 701018	cs	1953.3100	0		14-21 Days	14	Pharmaceuticals/OTC	128	OTC	805	Cough/Cold/Allergy	N	N
AIM	10239346	141	10000162	Ethicon - Non-Suture	10028146	ETHICON SURGICEL® SNOW ABSORBABLE HEMOSTAT		2083	Absorbable Hemostat, 4" x 4", 10/cs (Continental US Only)			ETH 2083	cs	2825.8500	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	919	Miscellaneous Products	N	N
